(15 19 23 6 3 25 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 14 16 7 5 15) 2358.6255000 0.0004240
(15 19 23 6 3 25 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 14 16 7 5 15) 2358.6255000 0.0004240
(15 19 23 6 3 25 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 14 16 7 5 15) 2358.6255000 0.0004240
(15 19 23 6 3 25 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 14 16 7 5 15) 2358.6255000 0.0004240
(15 19 23 6 3 14 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 25 16 7 5 15) 2284.5112000 0.0004377
(15 19 23 6 3 14 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 25 16 7 5 15) 2284.5112000 0.0004377
(15 19 23 6 3 14 4 20 1 9 17 12 11 22 13 2 10 8 24 21 18 25 16 7 5 15) 2284.5112000 0.0004377
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
(15 19 23 6 3 14 4 20 1 9 17 12 22 11 13 2 10 8 24 21 18 25 16 7 5 15) 2264.9194000 0.0004415
