(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
(1 3 5 4 2 1) 15.2267720 0.0656738
